10:40:21,52,52
10:42:24,52,0
10:44:26,52,0
10:46:28,52,0
10:48:31,52,0
10:50:33,52,0
10:52:35,52,0
10:54:38,52,0
10:56:40,52,0
10:58:43,52,0
11:00:45,52,0
11:02:48,52,0
11:04:50,53,1
11:06:52,53,0
11:08:54,53,0
11:10:56,53,0
11:12:58,54,1
11:15:00,54,0
11:17:02,55,1
11:19:03,54,-1
11:21:06,54,0
11:23:08,54,0
11:25:10,54,0
11:27:13,55,1
11:29:15,55,0
11:31:18,55,0
11:33:21,56,1
11:35:23,57,1
11:37:26,58,1
11:39:28,59,1
11:41:31,58,-1
11:43:33,59,1
11:45:35,58,-1
11:47:38,58,0
11:49:40,58,0
11:51:44,59,1
11:53:47,59,0
11:55:49,59,0
11:57:52,59,0
11:59:54,59,0
12:01:57,59,0
12:03:59,61,2
12:06:02,62,1
12:08:04,61,-1
12:10:06,61,0
12:12:09,62,1
12:14:15,64,2
12:16:17,63,-1
12:18:19,62,-1
12:20:21,63,1
12:22:23,64,1
12:24:25,63,-1
12:26:28,63,0
12:28:31,65,2
12:30:33,64,-1
12:32:35,65,1
12:34:38,66,1
12:36:40,67,1
12:38:43,67,0
12:40:45,67,0
12:42:47,67,0
12:44:50,69,2
12:46:53,70,1
12:48:55,69,-1
12:50:57,69,0
12:52:59,70,1
12:55:01,70,0
12:57:03,70,0
12:59:05,71,1
13:01:07,72,1
13:03:09,72,0
13:05:11,72,0
13:07:13,73,1
13:09:15,74,1
13:11:17,73,-1
13:13:18,73,0
13:15:20,74,1
13:17:23,75,1
13:19:25,76,1
13:21:27,78,2
13:23:30,80,2
13:25:32,79,-1
13:27:34,81,2
13:29:36,82,1
13:31:38,85,3
13:33:40,84,-1
13:35:42,84,0
13:37:44,87,3
13:39:46,89,2
13:41:48,90,1
13:43:50,89,-1
13:45:52,92,3
13:47:54,92,0
13:49:56,95,3
13:51:58,96,1
13:54:00,95,-1
13:56:02,94,-1
13:58:03,98,4
14:00:05,96,-2
14:02:06,100,4
14:04:08,105,5
14:06:09,106,1
14:08:11,101,-5
14:10:13,99,-2
14:12:14,100,1
14:14:16,103,3
14:16:17,104,1
14:18:18,105,1
14:20:20,104,-1
14:22:21,105,1
14:24:23,107,2
14:26:24,106,-1
14:28:26,108,2
14:30:27,110,2
14:32:29,111,1
14:34:30,108,-3
14:36:31,112,4
14:38:33,116,4
14:40:34,111,-5
